year_month,state,district,biometric_total
2025-01,Orissa,Anugul  *,1
2025-01,Orissa,Balangir,7990
2025-01,Orissa,Baleshwar,1724
2025-01,Orissa,Baleswar,2
2025-01,Orissa,Bargarh,475
2025-01,Orissa,Bhadrak,3309
2025-01,Orissa,Cuttack,3642
2025-01,Orissa,Debagarh,2
2025-01,Orissa,Dhenkanal,885
2025-01,Orissa,Gajapati,3
2025-01,Orissa,Ganjam,3946
2025-01,Orissa,Jagatsinghapur,12
2025-01,Orissa,Jajapur,345
2025-01,Orissa,Jharsuguda,3
2025-01,Orissa,Kalahandi,1
2025-01,Orissa,Kandhamal,18
2025-01,Orissa,Kendrapara,14
2025-01,Orissa,Kendujhar,84
2025-01,Orissa,Khordha,7682
2025-01,Orissa,Koraput,576
2025-01,Orissa,Malkangiri,49
2025-01,Orissa,Mayurbhanj,9
2025-01,Orissa,Nayagarh,299
2025-01,Orissa,Puri,1805
2025-01,Orissa,Rayagada,838
2025-01,Orissa,Sambalpur,8
2025-01,Orissa,Sonapur,1
2025-01,Orissa,Sundargarh,379
2025-01,Pondicherry,Cuddalore,1
2025-01,Pondicherry,Karaikal,301
2025-01,Pondicherry,Pondicherry,12289
2025-01,Pondicherry,Yanam,6
2025-01,Puducherry,Karaikal,7182
2025-01,Puducherry,Pondicherry,4
2025-01,Puducherry,Puducherry,14690
2025-01,Puducherry,Yanam,8
2025-01,Punjab,Amritsar,108981
2025-01,Punjab,Barnala,22940
2025-01,Punjab,Bathinda,62385
2025-01,Punjab,Faridkot,26234
2025-01,Punjab,Fatehgarh Sahib,23605
2025-01,Punjab,Fazilka,41409
2025-01,Punjab,Ferozepur,37924
2025-01,Punjab,Firozpur,7028
2025-01,Punjab,Gurdaspur,85442
2025-01,Punjab,Hoshiarpur,64976
2025-01,Punjab,Jalandhar,97695
2025-01,Punjab,Kapurthala,38123
2025-01,Punjab,Ludhiana,132156
2025-01,Punjab,Malerkotla,9534
2025-01,Punjab,Mansa,40490
2025-01,Punjab,Moga,42342
2025-01,Punjab,Muktsar,5485
2025-01,Punjab,Nawanshahr,264
2025-01,Punjab,Pathankot,17411
2025-01,Punjab,Patiala,84201
2025-01,Punjab,Rupnagar,31125
2025-01,Punjab,S.A.S Nagar(Mohali),1086
2025-01,Punjab,SAS Nagar (Mohali),41502
2025-01,Punjab,Sangrur,53463
2025-01,Punjab,Shaheed Bhagat Singh Nagar,19941
2025-01,Punjab,Sri Muktsar Sahib,38794
2025-01,Punjab,Tarn Taran,58639
2025-01,Rajasthan,Ajmer,77241
2025-01,Rajasthan,Alwar,125984
2025-01,Rajasthan,Banswara,49837
2025-01,Rajasthan,Baran,40356
2025-01,Rajasthan,Barmer,111817
2025-01,Rajasthan,Beawar,1
2025-01,Rajasthan,Bharatpur,81228
2025-01,Rajasthan,Bhilwara,57151
2025-01,Rajasthan,Bikaner,74885
2025-01,Rajasthan,Bundi,34791
2025-01,Rajasthan,Chittaurgarh,998
2025-01,Rajasthan,Chittorgarh,35938
2025-01,Rajasthan,Churu,75741
2025-01,Rajasthan,Dausa,59412
2025-01,Rajasthan,Deeg,10
2025-01,Rajasthan,Deeg ,2
2025-01,Rajasthan,Dhaulpur,119
2025-01,Rajasthan,Dholpur,41822
2025-01,Rajasthan,Dungarpur,44388
2025-01,Rajasthan,Ganganagar,60465
2025-01,Rajasthan,Hanumangarh,56982
2025-01,Rajasthan,Jaipur,214525
2025-01,Rajasthan,Jaisalmer,26761
2025-01,Rajasthan,Jalor,53782
2025-01,Rajasthan,Jalore,1
2025-01,Rajasthan,Jhalawar,38898
2025-01,Rajasthan,Jhunjhunu,553
2025-01,Rajasthan,Jhunjhunun,65648
2025-01,Rajasthan,Jodhpur,130437
2025-01,Rajasthan,Karauli,45243
2025-01,Rajasthan,Khairthal-Tijara,1
2025-01,Rajasthan,Kota,56674
2025-01,Rajasthan,Kotputli-Behror,1
2025-01,Rajasthan,Nagaur,118176
2025-01,Rajasthan,Pali,92841
2025-01,Rajasthan,Pratapgarh,32505
2025-01,Rajasthan,Rajsamand,33834
2025-01,Rajasthan,Sawai Madhopur,45490
2025-01,Rajasthan,Sikar,100497
2025-01,Rajasthan,Sirohi,37489
2025-01,Rajasthan,Tonk,44984
2025-01,Rajasthan,Udaipur,102525
2025-01,Sikkim,East,3966
2025-01,Sikkim,East Sikkim,2609
2025-01,Sikkim,North,101
2025-01,Sikkim,North Sikkim,437
2025-01,Sikkim,South,2341
2025-01,Sikkim,South Sikkim,1577
2025-01,Sikkim,West,3056
2025-01,Sikkim,West Sikkim,2785
2025-01,Tamil Nadu,Ariyalur,55074
2025-01,Tamil Nadu,Chengalpattu,2708
2025-01,Tamil Nadu,Chennai,137622
2025-01,Tamil Nadu,Coimbatore,149078
2025-01,Tamil Nadu,Cuddalore,97716
2025-01,Tamil Nadu,Dharmapuri,60356
2025-01,Tamil Nadu,Dindigul,123191
2025-01,Tamil Nadu,Erode,84704
2025-01,Tamil Nadu,Kallakurichi,2855
2025-01,Tamil Nadu,Kancheepuram,137977
2025-01,Tamil Nadu,Kanniyakumari,40399
2025-01,Tamil Nadu,Kanyakumari,14803
2025-01,Tamil Nadu,Karur,35445
2025-01,Tamil Nadu,Krishnagiri,68585
2025-01,Tamil Nadu,Madurai,133233
2025-01,Tamil Nadu,Mayiladuthurai,1748
2025-01,Tamil Nadu,Nagapattinam,47619
2025-01,Tamil Nadu,Namakkal,74121
2025-01,Tamil Nadu,Perambalur,35476
2025-01,Tamil Nadu,Pudukkottai,77335
2025-01,Tamil Nadu,Ramanathapuram,63274
2025-01,Tamil Nadu,Ranipet,178
2025-01,Tamil Nadu,Salem,155222
2025-01,Tamil Nadu,Sivaganga,55812
2025-01,Tamil Nadu,Tenkasi,3808
2025-01,Tamil Nadu,Thanjavur,105801
2025-01,Tamil Nadu,The Nilgiris,26891
2025-01,Tamil Nadu,Theni,56928
2025-01,Tamil Nadu,Thiruvallur,1187
2025-01,Tamil Nadu,Thiruvarur,39881
2025-01,Tamil Nadu,Thoothukkudi,84067
2025-01,Tamil Nadu,Tiruchirappalli,121716
2025-01,Tamil Nadu,Tirunelveli,123388
2025-01,Tamil Nadu,Tirupathur,5
2025-01,Tamil Nadu,Tirupattur,6398
2025-01,Tamil Nadu,Tiruppur,89819
2025-01,Tamil Nadu,Tiruvallur,141852
2025-01,Tamil Nadu,Tiruvannamalai,91138
2025-01,Tamil Nadu,Tiruvarur,1
2025-01,Tamil Nadu,Vellore,111144
2025-01,Tamil Nadu,Villupuram,70924
2025-01,Tamil Nadu,Viluppuram,49110
2025-01,Tamil Nadu,Virudhunagar,68228
2025-01,Telangana,Adilabad,41795
2025-01,Telangana,Bhadradri Kothagudem,9816
2025-01,Telangana,Hanumakonda,5249
2025-01,Telangana,Hyderabad,126716
2025-01,Telangana,Jagitial,5616
2025-01,Telangana,Jangaon,23
2025-01,Telangana,Jangoan,2860
2025-01,Telangana,Jayashankar Bhupalpally,2428
2025-01,Telangana,Jogulamba Gadwal,6550
2025-01,Telangana,K.v. Rangareddy,144270
2025-01,Telangana,Kamareddy,7521
2025-01,Telangana,Karimnagar,79847
2025-01,Telangana,Khammam,31895
2025-01,Telangana,Komaram Bheem,5071
2025-01,Telangana,Mahabubabad,5159
2025-01,Telangana,Mahabubnagar,115853
2025-01,Telangana,Mancherial,5978
2025-01,Telangana,Medak,65996
2025-01,Telangana,Medchal-malkajgiri,17598
2025-01,Telangana,Medchal?malkajgiri,849
2025-01,Telangana,Medchal−malkajgiri,298
2025-01,Telangana,Mulugu,3084
2025-01,Telangana,Nagarkurnool,6264
2025-01,Telangana,Nalgonda,80434
2025-01,Telangana,Narayanpet,3594
2025-01,Telangana,Nirmal,5712
2025-01,Telangana,Nizamabad,63703
2025-01,Telangana,Peddapalli,3341
2025-01,Telangana,Rajanna Sircilla,3964
2025-01,Telangana,Rangareddy,1904
2025-01,Telangana,Sangareddy,10596
2025-01,Telangana,Siddipet,5396
2025-01,Telangana,Suryapet,11413
2025-01,Telangana,Vikarabad,7265
2025-01,Telangana,Wanaparthy,5911
2025-01,Telangana,Warangal,53322
2025-01,Telangana,Warangal Rural,3513
2025-01,Telangana,Warangal Urban,4820
2025-01,Telangana,Yadadri.,6654
2025-01,Tripura,Dhalai,26727
2025-01,Tripura,Dhalai  *,456
2025-01,Tripura,Gomati,9881
2025-01,Tripura,Khowai,6577
2025-01,Tripura,North Tripura,32353
2025-01,Tripura,Sepahijala,14526
2025-01,Tripura,South Tripura,39280
2025-01,Tripura,Unakoti,12013
2025-01,Tripura,West Tripura,66213
2025-01,Uttar Pradesh,Agra,151717
2025-01,Uttar Pradesh,Aligarh,129053
2025-01,Uttar Pradesh,Allahabad,169985
2025-01,Uttar Pradesh,Ambedkar Nagar,49912
2025-01,Uttar Pradesh,Amethi,57737
2025-01,Uttar Pradesh,Amroha,56339
2025-01,Uttar Pradesh,Auraiya,41280
2025-01,Uttar Pradesh,Ayodhya,4160
2025-01,Uttar Pradesh,Azamgarh,102854
2025-01,Uttar Pradesh,Baghpat,35558
2025-01,Uttar Pradesh,Bahraich,106807
2025-01,Uttar Pradesh,Ballia,80363
2025-01,Uttar Pradesh,Balrampur,57773
2025-01,Uttar Pradesh,Banda,57937
2025-01,Uttar Pradesh,Bara Banki,101288
2025-01,Uttar Pradesh,Barabanki,1999
2025-01,Uttar Pradesh,Bareilly,146974
2025-01,Uttar Pradesh,Basti,66132
2025-01,Uttar Pradesh,Bhadohi,4145
2025-01,Uttar Pradesh,Bijnor,138272
2025-01,Uttar Pradesh,Budaun,62969
2025-01,Uttar Pradesh,Bulandshahar,8
2025-01,Uttar Pradesh,Bulandshahr,115852
2025-01,Uttar Pradesh,Chandauli,57798
2025-01,Uttar Pradesh,Chitrakoot,38307
2025-01,Uttar Pradesh,Deoria,86071
2025-01,Uttar Pradesh,Etah,59926
2025-01,Uttar Pradesh,Etawah,48646
2025-01,Uttar Pradesh,Faizabad,58004
2025-01,Uttar Pradesh,Farrukhabad,44632
2025-01,Uttar Pradesh,Fatehpur,75528
2025-01,Uttar Pradesh,Firozabad,72465
2025-01,Uttar Pradesh,Gautam Buddha Nagar,59208
2025-01,Uttar Pradesh,Ghaziabad,128071
2025-01,Uttar Pradesh,Ghazipur,91702
2025-01,Uttar Pradesh,Gonda,95169
2025-01,Uttar Pradesh,Gorakhpur,109782
2025-01,Uttar Pradesh,Hamirpur,34136
2025-01,Uttar Pradesh,Hapur,32822
2025-01,Uttar Pradesh,Hardoi,125563
2025-01,Uttar Pradesh,Hathras,53225
2025-01,Uttar Pradesh,Jalaun,48739
2025-01,Uttar Pradesh,Jaunpur,105558
2025-01,Uttar Pradesh,Jhansi,66780
2025-01,Uttar Pradesh,Jyotiba Phule Nagar,3
2025-01,Uttar Pradesh,Kannauj,43641
2025-01,Uttar Pradesh,Kanpur Dehat,48705
2025-01,Uttar Pradesh,Kanpur Nagar,110779
2025-01,Uttar Pradesh,Kasganj,44416
2025-01,Uttar Pradesh,Kaushambi,62376
2025-01,Uttar Pradesh,Kheri,110400
2025-01,Uttar Pradesh,Kushinagar,87748
2025-01,Uttar Pradesh,Kushinagar *,30
2025-01,Uttar Pradesh,Lalitpur,46711
2025-01,Uttar Pradesh,Lucknow,136313
2025-01,Uttar Pradesh,Maharajganj,59234
2025-01,Uttar Pradesh,Mahoba,27744
2025-01,Uttar Pradesh,Mainpuri,42628
2025-01,Uttar Pradesh,Mathura,74774
2025-01,Uttar Pradesh,Mau,51117
2025-01,Uttar Pradesh,Meerut,108251
2025-01,Uttar Pradesh,Mirzapur,67032
2025-01,Uttar Pradesh,Moradabad,95058
2025-01,Uttar Pradesh,Muzaffarnagar,112049
2025-01,Uttar Pradesh,Pilibhit,85734
2025-01,Uttar Pradesh,Pratapgarh,82234
2025-01,Uttar Pradesh,Prayagraj,13474
2025-01,Uttar Pradesh,Rae Bareli,77965
2025-01,Uttar Pradesh,Raebareli,1
2025-01,Uttar Pradesh,Rampur,76416
2025-01,Uttar Pradesh,Saharanpur,112568
2025-01,Uttar Pradesh,Sambhal,60052
2025-01,Uttar Pradesh,Sant Kabir Nagar,51861
2025-01,Uttar Pradesh,Sant Ravidas Nagar,39839
2025-01,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,5
2025-01,Uttar Pradesh,Shahjahanpur,94282
2025-01,Uttar Pradesh,Shamli,60615
2025-01,Uttar Pradesh,Shrawasti,35478
2025-01,Uttar Pradesh,Siddharthnagar,62158
2025-01,Uttar Pradesh,Sitapur,176629
2025-01,Uttar Pradesh,Sonbhadra,69845
2025-01,Uttar Pradesh,Sultanpur,54981
2025-01,Uttar Pradesh,Unnao,93879
2025-01,Uttar Pradesh,Varanasi,110864
2025-01,Uttarakhand,Almora,16710
2025-01,Uttarakhand,Bageshwar,13240
2025-01,Uttarakhand,Chamoli,16241
2025-01,Uttarakhand,Champawat,12087
2025-01,Uttarakhand,Dehradun,67232
2025-01,Uttarakhand,Garhwal,8
2025-01,Uttarakhand,Hardwar,41
2025-01,Uttarakhand,Haridwar,56623
2025-01,Uttarakhand,Nainital,33488
2025-01,Uttarakhand,Pauri Garhwal,19832
2025-01,Uttarakhand,Pithoragarh,16638
2025-01,Uttarakhand,Rudraprayag,12383
2025-01,Uttarakhand,Tehri Garhwal,26462
2025-01,Uttarakhand,Udham Singh Nagar,60761
2025-01,Uttarakhand,Uttarkashi,12923
2025-01,WEST BENGAL,HOOGHLY,1
2025-01,WESTBENGAL,HOOGHLY,2
2025-01,West  Bengal,Hooghly,1
2025-01,West Bengal,Alipurduar,5055
2025-01,West Bengal,Bankura,65814
2025-01,West Bengal,Barddhaman,112367
2025-01,West Bengal,Bardhaman,6506
2025-01,West Bengal,Birbhum,64029
2025-01,West Bengal,Cooch Behar,29358
2025-01,West Bengal,Dakshin Dinajpur,28219
2025-01,West Bengal,Darjeeling,25446
2025-01,West Bengal,Darjiling,1465
2025-01,West Bengal,Domjur,1
2025-01,West Bengal,East Midnapore,15175
2025-01,West Bengal,Haora,17493
2025-01,West Bengal,Hawrah,1
2025-01,West Bengal,Hooghiy,1
2025-01,West Bengal,Hooghly,106020
2025-01,West Bengal,Howrah,68758
2025-01,West Bengal,Hugli,24
2025-01,West Bengal,Jalpaiguri,51800
2025-01,West Bengal,Jhargram,2368
2025-01,West Bengal,Kalimpong,294
2025-01,West Bengal,Koch Bihar,7343
2025-01,West Bengal,Kolkata,57439
2025-01,West Bengal,Malda,56274
2025-01,West Bengal,Maldah,7238
2025-01,West Bengal,Medinipur,5
2025-01,West Bengal,Murshidabad,135365
2025-01,West Bengal,Nadia,82241
2025-01,West Bengal,North 24 Parganas,143217
2025-01,West Bengal,North Dinajpur,428
2025-01,West Bengal,North Twenty Four Parganas,7795
2025-01,West Bengal,Paschim Bardhaman,6581
2025-01,West Bengal,Paschim Medinipur,84997
2025-01,West Bengal,Purba Bardhaman,8429
2025-01,West Bengal,Purba Medinipur,80893
2025-01,West Bengal,Purulia,1869
2025-01,West Bengal,Puruliya,54183
2025-01,West Bengal,South 24 Pargana,1
2025-01,West Bengal,South 24 Parganas,142270
2025-01,West Bengal,South Dinajpur,1043
2025-01,West Bengal,South DumDum(M),1
2025-01,West Bengal,South Twenty Four Parganas,19785
2025-01,West Bengal,Uttar Dinajpur,53767
2025-01,West Bengal,West Midnapore,10188
2025-01,West Bengal,east midnapore,1
2025-01,West Bengal,hooghly,1
2025-01,Westbengal,Hooghly,1
2025-01,andhra pradesh,chittoor,4
2025-01,andhra pradesh,rangareddi,1
2025-02,Andaman & Nicobar Islands,Andamans,57
2025-02,Andaman & Nicobar Islands,Nicobars,1
2025-02,Andaman & Nicobar Islands,South Andaman,10
2025-02,Andaman and Nicobar Islands,Nicobar,61
2025-02,Andaman and Nicobar Islands,North And Middle Andaman,161
2025-02,Andaman and Nicobar Islands,South Andaman,226
2025-02,Andhra Pradesh,Adilabad,1301
2025-02,Andhra Pradesh,Alluri Sitharama Raju,404
2025-02,Andhra Pradesh,Anakapalli,87
2025-02,Andhra Pradesh,Anantapur,1581
2025-02,Andhra Pradesh,Ananthapur,863
2025-02,Andhra Pradesh,Ananthapuramu,1054
2025-02,Andhra Pradesh,Annamayya,153
2025-02,Andhra Pradesh,Bapatla,128
2025-02,Andhra Pradesh,Chittoor,3057
2025-02,Andhra Pradesh,Cuddapah,2528
2025-02,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,135
2025-02,Andhra Pradesh,East Godavari,3641
2025-02,Andhra Pradesh,Eluru,107
2025-02,Andhra Pradesh,Guntur,3778
2025-02,Andhra Pradesh,Hyderabad,1810
2025-02,Andhra Pradesh,K.V.Rangareddy,34
2025-02,Andhra Pradesh,K.v. Rangareddy,17
2025-02,Andhra Pradesh,Kakinada,155
2025-02,Andhra Pradesh,Karim Nagar,45
2025-02,Andhra Pradesh,Karimnagar,431
2025-02,Andhra Pradesh,Khammam,724
2025-02,Andhra Pradesh,Krishna,3168
2025-02,Andhra Pradesh,Kurnool,4626
2025-02,Andhra Pradesh,Mahabub Nagar,475
2025-02,Andhra Pradesh,Mahabubnagar,9
2025-02,Andhra Pradesh,Mahbubnagar,324
2025-02,Andhra Pradesh,Medak,536
2025-02,Andhra Pradesh,N. T. R,183
2025-02,Andhra Pradesh,Nalgonda,810
2025-02,Andhra Pradesh,Nandyal,216
2025-02,Andhra Pradesh,Nellore,2080
2025-02,Andhra Pradesh,Nizamabad,239
2025-02,Andhra Pradesh,Palnadu,130
2025-02,Andhra Pradesh,Parvathipuram Manyam,123
2025-02,Andhra Pradesh,Prakasam,2948
2025-02,Andhra Pradesh,Rangareddi,993
2025-02,Andhra Pradesh,Sri Potti Sriramulu Nellore,162
2025-02,Andhra Pradesh,Sri Sathya Sai,159
2025-02,Andhra Pradesh,Srikakulam,2360
2025-02,Andhra Pradesh,Tirupati,145
2025-02,Andhra Pradesh,Visakhapatnam,4056
2025-02,Andhra Pradesh,Vizianagaram,2118
2025-02,Andhra Pradesh,Warangal,897
2025-02,Andhra Pradesh,West Godavari,2736
2025-02,Andhra Pradesh,Y. S. R,167
2025-02,Arunachal Pradesh,Anjaw,23
2025-02,Arunachal Pradesh,Changlang,313
2025-02,Arunachal Pradesh,Dibang Valley,1
2025-02,Arunachal Pradesh,East Kameng,32
2025-02,Arunachal Pradesh,East Siang,85
2025-02,Arunachal Pradesh,Kamle,2
2025-02,Arunachal Pradesh,Kra Daadi,14
2025-02,Arunachal Pradesh,Kurung Kumey,16
2025-02,Arunachal Pradesh,Lohit,95
2025-02,Arunachal Pradesh,Longding,37
2025-02,Arunachal Pradesh,Lower Dibang Valley,22
2025-02,Arunachal Pradesh,Lower Siang,3
2025-02,Arunachal Pradesh,Lower Subansiri,40
2025-02,Arunachal Pradesh,Namsai,127
2025-02,Arunachal Pradesh,Pakke Kessang,3
2025-02,Arunachal Pradesh,Papum Pare,118
2025-02,Arunachal Pradesh,Shi-yomi,7
2025-02,Arunachal Pradesh,Siang,39
2025-02,Arunachal Pradesh,Tawang,21
2025-02,Arunachal Pradesh,Tirap,14
2025-02,Arunachal Pradesh,Upper Siang,87
2025-02,Arunachal Pradesh,Upper Subansiri,20
2025-02,Arunachal Pradesh,West Kameng,147
2025-02,Arunachal Pradesh,West Siang,58
2025-02,Assam,Baksa,251
2025-02,Assam,Barpeta,1781
2025-02,Assam,Biswanath,175
2025-02,Assam,Bongaigaon,678
2025-02,Assam,Cachar,1191
2025-02,Assam,Charaideo,88
2025-02,Assam,Chirang,390
2025-02,Assam,Darrang,453
2025-02,Assam,Dhemaji,388
2025-02,Assam,Dhubri,804
2025-02,Assam,Dibrugarh,272
2025-02,Assam,Goalpara,487
2025-02,Assam,Golaghat,402
2025-02,Assam,Hailakandi,382
2025-02,Assam,Hojai,487
2025-02,Assam,Jorhat,257
2025-02,Assam,Kamrup,747
2025-02,Assam,Kamrup Metro,377
2025-02,Assam,Karbi Anglong,1231
2025-02,Assam,Karimganj,900
2025-02,Assam,Kokrajhar,292
2025-02,Assam,Lakhimpur,517
2025-02,Assam,Majuli,51
2025-02,Assam,Marigaon,529
2025-02,Assam,Nagaon,1948
2025-02,Assam,Nalbari,660
2025-02,Assam,North Cachar Hills,85
2025-02,Assam,Sibsagar,205
2025-02,Assam,Sonitpur,530
2025-02,Assam,South Salmara Mankachar,85
2025-02,Assam,Sribhumi,3
2025-02,Assam,Tamulpur District,5
2025-02,Assam,Tinsukia,430
2025-02,Assam,Udalguri,369
2025-02,Assam,West Karbi Anglong,56
2025-02,Bihar,Araria,2445
2025-02,Bihar,Arwal,613
2025-02,Bihar,Aurangabad,1777
2025-02,Bihar,Aurangabad(bh),19
2025-02,Bihar,Banka,1463
2025-02,Bihar,Begusarai,2442
2025-02,Bihar,Bhabua,2
2025-02,Bihar,Bhagalpur,2431
2025-02,Bihar,Bhojpur,1413
2025-02,Bihar,Buxar,922
2025-02,Bihar,Darbhanga,3510
2025-02,Bihar,East Champaran,3779
2025-02,Bihar,Gaya,2480
2025-02,Bihar,Gopalganj,1581
2025-02,Bihar,Jamui,1399
2025-02,Bihar,Jehanabad,657
2025-02,Bihar,Kaimur (Bhabua),1114
2025-02,Bihar,Katihar,3299
2025-02,Bihar,Khagaria,1314
2025-02,Bihar,Kishanganj,2365
2025-02,Bihar,Lakhisarai,1030
2025-02,Bihar,Madhepura,1860
2025-02,Bihar,Madhubani,3719
2025-02,Bihar,Monghyr,3
2025-02,Bihar,Munger,843
2025-02,Bihar,Muzaffarpur,3520
2025-02,Bihar,Nalanda,1839
2025-02,Bihar,Nawada,1202
2025-02,Bihar,Pashchim Champaran,11
2025-02,Bihar,Patna,2915
2025-02,Bihar,Purba Champaran,15
2025-02,Bihar,Purnea,122
2025-02,Bihar,Purnia,2762
2025-02,Bihar,Rohtas,1900
2025-02,Bihar,Saharsa,1995
2025-02,Bihar,Samastipur,2812
2025-02,Bihar,Samstipur,7
2025-02,Bihar,Saran,2368
2025-02,Bihar,Sheikhpura,610
2025-02,Bihar,Sheikpura,6
2025-02,Bihar,Sheohar,558
2025-02,Bihar,Sitamarhi,2936
2025-02,Bihar,Siwan,2130
2025-02,Bihar,Supaul,1623
2025-02,Bihar,Vaishali,2332
2025-02,Bihar,West Champaran,2529
2025-02,Chandigarh,Chandigarh,789
2025-02,Chandigarh,Rupnagar,1
2025-02,Chhattisgarh,Balod,1667
2025-02,Chhattisgarh,Baloda Bazar,2677
2025-02,Chhattisgarh,Balrampur,1066
2025-02,Chhattisgarh,Bastar,1630
2025-02,Chhattisgarh,Bemetara,2292
2025-02,Chhattisgarh,Bijapur,605
2025-02,Chhattisgarh,Bilaspur,4119
2025-02,Chhattisgarh,Dakshin Bastar Dantewada,517
2025-02,Chhattisgarh,Dantewada,351
2025-02,Chhattisgarh,Dhamtari,1811
2025-02,Chhattisgarh,Durg,5387
2025-02,Chhattisgarh,Gariyaband,1583
2025-02,Chhattisgarh,Gaurela-pendra-marwahi,51
2025-02,Chhattisgarh,Janjgir - Champa,11
2025-02,Chhattisgarh,Janjgir Champa,8
2025-02,Chhattisgarh,Janjgir-champa,3263
2025-02,Chhattisgarh,Jashpur,2666
2025-02,Chhattisgarh,Kabeerdham,864
2025-02,Chhattisgarh,Kanker,1425
2025-02,Chhattisgarh,Kawardha,1402
2025-02,Chhattisgarh,Khairagarh Chhuikhadan Gandai,14
2025-02,Chhattisgarh,Kondagaon,1273
2025-02,Chhattisgarh,Korba,1707
2025-02,Chhattisgarh,Koriya,1326
2025-02,Chhattisgarh,Mahasamund,1819
2025-02,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,16
2025-02,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,4
2025-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,51
2025-02,Chhattisgarh,Mungeli,1465
2025-02,Chhattisgarh,Narayanpur,313
2025-02,Chhattisgarh,Raigarh,3760
2025-02,Chhattisgarh,Raipur,3292
2025-02,Chhattisgarh,Rajnandgaon,3217
2025-02,Chhattisgarh,Sakti,57
2025-02,Chhattisgarh,Sarangarh-Bilaigarh,47
2025-02,Chhattisgarh,Sukma,781
2025-02,Chhattisgarh,Surajpur,1180
2025-02,Chhattisgarh,Surguja,1436
2025-02,Chhattisgarh,Uttar Bastar Kanker,803
2025-02,Dadra & Nagar Haveli,Dadra & Nagar Haveli,17
2025-02,Dadra and Nagar Haveli,Dadra and Nagar Haveli,499
2025-02,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,5
2025-02,Dadra and Nagar Haveli and Daman and Diu,Daman,10
2025-02,Dadra and Nagar Haveli and Daman and Diu,Diu,5
2025-02,Daman & Diu,Daman,26
2025-02,Daman & Diu,Diu,16
2025-02,Daman and Diu,Daman,87
2025-02,Daman and Diu,Diu,41
2025-02,Delhi,Central Delhi,656
2025-02,Delhi,East Delhi,1639
2025-02,Delhi,Najafgarh,8
2025-02,Delhi,New Delhi,49
2025-02,Delhi,North Delhi,753
2025-02,Delhi,North East,527
2025-02,Delhi,North East Delhi,1769
2025-02,Delhi,North West Delhi,3591
2025-02,Delhi,Shahdara,64
2025-02,Delhi,South Delhi,2401
2025-02,Delhi,South East Delhi,8
2025-02,Delhi,South West Delhi,1488
2025-02,Delhi,West Delhi,1724
2025-02,Goa,North Goa,684
2025-02,Goa,South Goa,413
2025-02,Gujarat,Ahmadabad,405
2025-02,Gujarat,Ahmedabad,6781
2025-02,Gujarat,Amreli,1073
2025-02,Gujarat,Anand,1745
2025-02,Gujarat,Arvalli,477
2025-02,Gujarat,Banas Kantha,23
2025-02,Gujarat,Banaskantha,3475
2025-02,Gujarat,Bharuch,1376
2025-02,Gujarat,Bhavnagar,2181
2025-02,Gujarat,Botad,205
2025-02,Gujarat,Chhotaudepur,382
2025-02,Gujarat,Dahod,2077
2025-02,Gujarat,Devbhumi Dwarka,389
2025-02,Gujarat,Dohad,313
2025-02,Gujarat,Gandhinagar,1196
2025-02,Gujarat,Gir Somnath,595
2025-02,Gujarat,Jamnagar,1384
2025-02,Gujarat,Junagadh,1598
2025-02,Gujarat,Kachchh,1668
2025-02,Gujarat,Kheda,1888
2025-02,Gujarat,Mahesana,1616
2025-02,Gujarat,Mahisagar,508
2025-02,Gujarat,Morbi,414
2025-02,Gujarat,Narmada,615
2025-02,Gujarat,Navsari,962
2025-02,Gujarat,Panch Mahals,12
2025-02,Gujarat,Panchmahals,2272
2025-02,Gujarat,Patan,1318
2025-02,Gujarat,Porbandar,324
2025-02,Gujarat,Rajkot,2417
2025-02,Gujarat,Sabar Kantha,37
2025-02,Gujarat,Sabarkantha,1446
2025-02,Gujarat,Surat,4959
2025-02,Gujarat,Surendra Nagar,1379
2025-02,Gujarat,Surendranagar,29
2025-02,Gujarat,Tapi,799
2025-02,Gujarat,The Dangs,465
2025-02,Gujarat,Vadodara,3497
2025-02,Gujarat,Valsad,1715
2025-02,Haryana,Ambala,1087
2025-02,Haryana,Bhiwani,1296
2025-02,Haryana,Charkhi Dadri,149
2025-02,Haryana,Faridabad,2410
2025-02,Haryana,Fatehabad,750
2025-02,Haryana,Gurgaon,1242
2025-02,Haryana,Hisar,1738
2025-02,Haryana,Jhajjar,915
2025-02,Haryana,Jind,1640
2025-02,Haryana,Kaithal,1357
2025-02,Haryana,Karnal,1845
2025-02,Haryana,Kurukshetra,1388
2025-02,Haryana,Mahendragarh,836
2025-02,Haryana,Mewat,1895
2025-02,Haryana,Palwal,1287
2025-02,Haryana,Panchkula,618
2025-02,Haryana,Panipat,1403
2025-02,Haryana,Rewari,590
2025-02,Haryana,Rohtak,1140
2025-02,Haryana,Sirsa,1511
2025-02,Haryana,Sonipat,1465
2025-02,Haryana,Yamuna Nagar,1721
2025-02,Haryana,Yamunanagar,19
