year_month,state,district,enrolment_total
2025-01,Punjab,Pathankot,34
2025-01,Punjab,Patiala,1682
2025-01,Punjab,Rupnagar,52
2025-01,Punjab,S.A.S Nagar,705
2025-01,Punjab,S.A.S Nagar(Mohali),9
2025-01,Punjab,SAS Nagar (Mohali),362
2025-01,Punjab,Sangrur,244
2025-01,Punjab,Shaheed Bhagat Singh Nagar,33
2025-01,Punjab,Sri Muktsar Sahib,65
2025-01,Punjab,Tarn Taran,532
2025-01,Rajasthan,Ajmer,2325
2025-01,Rajasthan,Alwar,5885
2025-01,Rajasthan,Banswara,151
2025-01,Rajasthan,Baran,986
2025-01,Rajasthan,Barmer,1223
2025-01,Rajasthan,Bharatpur,2602
2025-01,Rajasthan,Bhilwara,1539
2025-01,Rajasthan,Bikaner,4132
2025-01,Rajasthan,Bundi,735
2025-01,Rajasthan,Chittaurgarh,19
2025-01,Rajasthan,Chittorgarh,1690
2025-01,Rajasthan,Churu,3303
2025-01,Rajasthan,Dausa,127
2025-01,Rajasthan,Dhaulpur,2
2025-01,Rajasthan,Dholpur,2208
2025-01,Rajasthan,Dungarpur,319
2025-01,Rajasthan,Ganganagar,106
2025-01,Rajasthan,Hanumangarh,807
2025-01,Rajasthan,Jaipur,7508
2025-01,Rajasthan,Jaisalmer,192
2025-01,Rajasthan,Jalor,2224
2025-01,Rajasthan,Jalore,490
2025-01,Rajasthan,Jhalawar,237
2025-01,Rajasthan,Jhunjhunu,3
2025-01,Rajasthan,Jhunjhunun,141
2025-01,Rajasthan,Jodhpur,6683
2025-01,Rajasthan,Karauli,1532
2025-01,Rajasthan,Kota,202
2025-01,Rajasthan,Nagaur,3630
2025-01,Rajasthan,Pali,345
2025-01,Rajasthan,Pratapgarh,80
2025-01,Rajasthan,Rajsamand,97
2025-01,Rajasthan,Sawai Madhopur,1020
2025-01,Rajasthan,Sikar,1185
2025-01,Rajasthan,Sirohi,4548
2025-01,Rajasthan,Tonk,1074
2025-01,Rajasthan,Udaipur,1306
2025-01,Sikkim,East,13
2025-01,Sikkim,East Sikkim,14
2025-01,Sikkim,North,1
2025-01,Sikkim,North Sikkim,2
2025-01,Sikkim,South,6
2025-01,Sikkim,South Sikkim,318
2025-01,Sikkim,West,10
2025-01,Sikkim,West Sikkim,306
2025-01,Tamil Nadu,Ariyalur,69
2025-01,Tamil Nadu,Chengalpattu,245
2025-01,Tamil Nadu,Chennai,596
2025-01,Tamil Nadu,Coimbatore,317
2025-01,Tamil Nadu,Cuddalore,404
2025-01,Tamil Nadu,Dharmapuri,188
2025-01,Tamil Nadu,Dindigul,177
2025-01,Tamil Nadu,Erode,157
2025-01,Tamil Nadu,Kallakurichi,260
2025-01,Tamil Nadu,Kancheepuram,603
2025-01,Tamil Nadu,Kanchipuram,351
2025-01,Tamil Nadu,Kanniyakumari,48
2025-01,Tamil Nadu,Kanyakumari,64
2025-01,Tamil Nadu,Karur,112
2025-01,Tamil Nadu,Krishnagiri,132
2025-01,Tamil Nadu,Madurai,521
2025-01,Tamil Nadu,Mayiladuthurai,20
2025-01,Tamil Nadu,Nagapattinam,139
2025-01,Tamil Nadu,Namakkal,178
2025-01,Tamil Nadu,Perambalur,60
2025-01,Tamil Nadu,Pudukkottai,415
2025-01,Tamil Nadu,Ramanathapuram,269
2025-01,Tamil Nadu,Ranipet,7
2025-01,Tamil Nadu,Salem,751
2025-01,Tamil Nadu,Sivaganga,223
2025-01,Tamil Nadu,Tenkasi,32
2025-01,Tamil Nadu,Thanjavur,244
2025-01,Tamil Nadu,The Nilgiris,41
2025-01,Tamil Nadu,Theni,111
2025-01,Tamil Nadu,Thiruvallur,350
2025-01,Tamil Nadu,Thiruvarur,124
2025-01,Tamil Nadu,Thoothukkudi,135
2025-01,Tamil Nadu,Tiruchirappalli,250
2025-01,Tamil Nadu,Tirunelveli,271
2025-01,Tamil Nadu,Tirupattur,41
2025-01,Tamil Nadu,Tiruppur,168
2025-01,Tamil Nadu,Tiruvallur,258
2025-01,Tamil Nadu,Tiruvannamalai,259
2025-01,Tamil Nadu,Vellore,755
2025-01,Tamil Nadu,Villupuram,194
2025-01,Tamil Nadu,Viluppuram,144
2025-01,Tamil Nadu,Virudhunagar,159
2025-01,Telangana,Adilabad,101
2025-01,Telangana,Bhadradri Kothagudem,731
2025-01,Telangana,Hanumakonda,32
2025-01,Telangana,Hyderabad,10040
2025-01,Telangana,Jagitial,44
2025-01,Telangana,Jangaon,1
2025-01,Telangana,Jangoan,24
2025-01,Telangana,Jayashankar Bhupalpally,33
2025-01,Telangana,Jogulamba Gadwal,42
2025-01,Telangana,K.v. Rangareddy,658
2025-01,Telangana,Kamareddy,64
2025-01,Telangana,Karimnagar,182
2025-01,Telangana,Khammam,209
2025-01,Telangana,Komaram Bheem,33
2025-01,Telangana,Mahabubabad,44
2025-01,Telangana,Mahabubnagar,332
2025-01,Telangana,Mancherial,37
2025-01,Telangana,Medak,222
2025-01,Telangana,Medchal Malkajgiri,704
2025-01,Telangana,Medchal-malkajgiri,192
2025-01,Telangana,Medchal−malkajgiri,15
2025-01,Telangana,Mulugu,27
2025-01,Telangana,Nagarkurnool,43
2025-01,Telangana,Nalgonda,206
2025-01,Telangana,Narayanpet,37
2025-01,Telangana,Nirmal,40
2025-01,Telangana,Nizamabad,204
2025-01,Telangana,Peddapalli,23
2025-01,Telangana,Rajanna Sircilla,21
2025-01,Telangana,Ranga Reddy,284
2025-01,Telangana,Rangareddy,6
2025-01,Telangana,Sangareddy,56
2025-01,Telangana,Siddipet,37
2025-01,Telangana,Suryapet,61
2025-01,Telangana,Vikarabad,76
2025-01,Telangana,Wanaparthy,45
2025-01,Telangana,Warangal,70
2025-01,Telangana,Warangal Rural,16
2025-01,Telangana,Warangal Urban,21
2025-01,Telangana,Yadadri.,57
2025-01,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,716
2025-01,Tripura,Dhalai,216
2025-01,Tripura,Dhalai  *,1
2025-01,Tripura,Gomati,141
2025-01,Tripura,Khowai,14
2025-01,Tripura,North Tripura,249
2025-01,Tripura,Sepahijala,355
2025-01,Tripura,South Tripura,57
2025-01,Tripura,Unakoti,73
2025-01,Tripura,West Tripura,309
2025-01,Uttar Pradesh,Agra,12784
2025-01,Uttar Pradesh,Aligarh,13884
2025-01,Uttar Pradesh,Allahabad,328
2025-01,Uttar Pradesh,Ambedkar Nagar,553
2025-01,Uttar Pradesh,Amethi,181
2025-01,Uttar Pradesh,Amroha,1251
2025-01,Uttar Pradesh,Auraiya,126
2025-01,Uttar Pradesh,Ayodhya,705
2025-01,Uttar Pradesh,Azamgarh,5045
2025-01,Uttar Pradesh,Baghpat,1358
2025-01,Uttar Pradesh,Bahraich,22389
2025-01,Uttar Pradesh,Ballia,250
2025-01,Uttar Pradesh,Balrampur,4350
2025-01,Uttar Pradesh,Banda,4594
2025-01,Uttar Pradesh,Bara Banki,474
2025-01,Uttar Pradesh,Barabanki,1805
2025-01,Uttar Pradesh,Bareilly,12120
2025-01,Uttar Pradesh,Basti,457
2025-01,Uttar Pradesh,Bhadohi,19
2025-01,Uttar Pradesh,Bijnor,1983
2025-01,Uttar Pradesh,Budaun,5265
2025-01,Uttar Pradesh,Bulandshahar,8
2025-01,Uttar Pradesh,Bulandshahr,3299
2025-01,Uttar Pradesh,Chandauli,3129
2025-01,Uttar Pradesh,Chitrakoot,108
2025-01,Uttar Pradesh,Deoria,1508
2025-01,Uttar Pradesh,Etah,6505
2025-01,Uttar Pradesh,Etawah,1751
2025-01,Uttar Pradesh,Faizabad,141
2025-01,Uttar Pradesh,Farrukhabad,284
2025-01,Uttar Pradesh,Fatehpur,4321
2025-01,Uttar Pradesh,Firozabad,5517
2025-01,Uttar Pradesh,Gautam Buddha Nagar,9577
2025-01,Uttar Pradesh,Ghaziabad,8134
2025-01,Uttar Pradesh,Ghazipur,281
2025-01,Uttar Pradesh,Gonda,3687
2025-01,Uttar Pradesh,Gorakhpur,6476
2025-01,Uttar Pradesh,Hamirpur,90
2025-01,Uttar Pradesh,Hapur,2997
2025-01,Uttar Pradesh,Hardoi,11478
2025-01,Uttar Pradesh,Hathras,1401
2025-01,Uttar Pradesh,Jalaun,986
2025-01,Uttar Pradesh,Jaunpur,2914
2025-01,Uttar Pradesh,Jhansi,319
2025-01,Uttar Pradesh,Jyotiba Phule Nagar,1
2025-01,Uttar Pradesh,Kannauj,1237
2025-01,Uttar Pradesh,Kanpur Dehat,2945
2025-01,Uttar Pradesh,Kanpur Nagar,9385
2025-01,Uttar Pradesh,Kasganj,2310
2025-01,Uttar Pradesh,Kaushambi,1551
2025-01,Uttar Pradesh,Kheri,8526
2025-01,Uttar Pradesh,Kushi Nagar,1570
2025-01,Uttar Pradesh,Kushinagar,665
2025-01,Uttar Pradesh,Lalitpur,347
2025-01,Uttar Pradesh,Lucknow,7150
2025-01,Uttar Pradesh,Maharajganj,8190
2025-01,Uttar Pradesh,Mahoba,78
2025-01,Uttar Pradesh,Mainpuri,4025
2025-01,Uttar Pradesh,Mathura,1907
2025-01,Uttar Pradesh,Mau,206
2025-01,Uttar Pradesh,Meerut,9576
2025-01,Uttar Pradesh,Mirzapur,186
2025-01,Uttar Pradesh,Moradabad,10562
2025-01,Uttar Pradesh,Muzaffarnagar,2781
2025-01,Uttar Pradesh,Pilibhit,7438
2025-01,Uttar Pradesh,Pratapgarh,280
2025-01,Uttar Pradesh,Prayagraj,1197
2025-01,Uttar Pradesh,Rae Bareli,203
2025-01,Uttar Pradesh,Rampur,11025
2025-01,Uttar Pradesh,Saharanpur,6652
2025-01,Uttar Pradesh,Sambhal,680
2025-01,Uttar Pradesh,Sant Kabir Nagar,170
2025-01,Uttar Pradesh,Sant Ravidas Nagar,121
2025-01,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2
2025-01,Uttar Pradesh,Shahjahanpur,14521
2025-01,Uttar Pradesh,Shamli,618
2025-01,Uttar Pradesh,Shravasti,2535
2025-01,Uttar Pradesh,Shrawasti,1335
2025-01,Uttar Pradesh,Siddharth Nagar,4341
2025-01,Uttar Pradesh,Siddharthnagar,3901
2025-01,Uttar Pradesh,Sitapur,15171
2025-01,Uttar Pradesh,Sonbhadra,198
2025-01,Uttar Pradesh,Sultanpur,2668
2025-01,Uttar Pradesh,Unnao,8165
2025-01,Uttar Pradesh,Varanasi,10658
2025-01,Uttarakhand,Almora,13
2025-01,Uttarakhand,Bageshwar,8
2025-01,Uttarakhand,Chamoli,18
2025-01,Uttarakhand,Champawat,14
2025-01,Uttarakhand,Dehradun,3327
2025-01,Uttarakhand,Garhwal,2
2025-01,Uttarakhand,Haridwar,780
2025-01,Uttarakhand,Nainital,636
2025-01,Uttarakhand,Pauri Garhwal,37
2025-01,Uttarakhand,Pithoragarh,18
2025-01,Uttarakhand,Rudraprayag,15
2025-01,Uttarakhand,Tehri Garhwal,44
2025-01,Uttarakhand,Udham Singh Nagar,61
2025-01,Uttarakhand,Uttarkashi,12
2025-01,WEST BENGAL,HOOGHLY,1
2025-01,West  Bengal,Hooghly,1
2025-01,West Bengal,24 Paraganas North,6147
2025-01,West Bengal,24 Paraganas South,490
2025-01,West Bengal,Alipurduar,2608
2025-01,West Bengal,Bankura,222
2025-01,West Bengal,Barddhaman,363
2025-01,West Bengal,Bardhaman,48
2025-01,West Bengal,Birbhum,1541
2025-01,West Bengal,Cooch Behar,2348
2025-01,West Bengal,Coochbehar,4360
2025-01,West Bengal,Dakshin Dinajpur,349
2025-01,West Bengal,Darjeeling,3521
2025-01,West Bengal,Darjiling,12
2025-01,West Bengal,Dinajpur Dakshin,997
2025-01,West Bengal,Dinajpur Uttar,11600
2025-01,West Bengal,East Midnapore,45
2025-01,West Bengal,HOOGHLY,1
2025-01,West Bengal,Haora,57
2025-01,West Bengal,Hooghly,631
2025-01,West Bengal,Howrah,613
2025-01,West Bengal,Hugli,2
2025-01,West Bengal,Jalpaiguri,2420
2025-01,West Bengal,Jhargram,74
2025-01,West Bengal,Kalimpong,272
2025-01,West Bengal,Koch Bihar,72
2025-01,West Bengal,Kolkata,2253
2025-01,West Bengal,Malda,873
2025-01,West Bengal,Maldah,42
2025-01,West Bengal,Medinipur West,645
2025-01,West Bengal,Murshidabad,678
2025-01,West Bengal,Nadia,3744
2025-01,West Bengal,North 24 Parganas,1554
2025-01,West Bengal,North Dinajpur,14
2025-01,West Bengal,North Twenty Four Parganas,49
2025-01,West Bengal,Paschim Bardhaman,20
2025-01,West Bengal,Paschim Medinipur,275
2025-01,West Bengal,Purba Bardhaman,122
2025-01,West Bengal,Purba Medinipur,318
2025-01,West Bengal,Purulia,23
2025-01,West Bengal,Puruliya,280
2025-01,West Bengal,South 24 Parganas,667
2025-01,West Bengal,South Dinajpur,9
2025-01,West Bengal,South Twenty Four Parganas,58
2025-01,West Bengal,Uttar Dinajpur,5869
2025-01,West Bengal,West Midnapore,44
2025-02,100000,100000,3
2025-02,Andaman & Nicobar Islands,Andamans,1
2025-02,Andaman and Nicobar Islands,Nicobar,5
2025-02,Andaman and Nicobar Islands,North And Middle Andaman,4
2025-02,Andaman and Nicobar Islands,South Andaman,2
2025-02,Andhra Pradesh,Adilabad,90
2025-02,Andhra Pradesh,Alluri Sitharama Raju,32
2025-02,Andhra Pradesh,Anakapalli,16
2025-02,Andhra Pradesh,Anantapur,192
2025-02,Andhra Pradesh,Ananthapur,66
2025-02,Andhra Pradesh,Ananthapuramu,110
2025-02,Andhra Pradesh,Annamayya,47
2025-02,Andhra Pradesh,Bapatla,19
2025-02,Andhra Pradesh,Chittoor,338
2025-02,Andhra Pradesh,Cuddapah,276
2025-02,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,28
2025-02,Andhra Pradesh,East Godavari,351
2025-02,Andhra Pradesh,Eluru,28
2025-02,Andhra Pradesh,Guntur,386
2025-02,Andhra Pradesh,Hyderabad,230
2025-02,Andhra Pradesh,K.V.Rangareddy,2
2025-02,Andhra Pradesh,Kakinada,34
2025-02,Andhra Pradesh,Karim Nagar,3
2025-02,Andhra Pradesh,Karimnagar,29
2025-02,Andhra Pradesh,Khammam,54
2025-02,Andhra Pradesh,Krishna,345
2025-02,Andhra Pradesh,Kurnool,493
2025-02,Andhra Pradesh,Mahabub Nagar,68
2025-02,Andhra Pradesh,Mahbubnagar,39
2025-02,Andhra Pradesh,Medak,89
2025-02,Andhra Pradesh,N. T. R,38
2025-02,Andhra Pradesh,Nalgonda,52
2025-02,Andhra Pradesh,Nandyal,40
2025-02,Andhra Pradesh,Nellore,279
2025-02,Andhra Pradesh,Nizamabad,21
2025-02,Andhra Pradesh,Palnadu,29
2025-02,Andhra Pradesh,Parvathipuram Manyam,24
2025-02,Andhra Pradesh,Prakasam,339
2025-02,Andhra Pradesh,Rangareddi,95
2025-02,Andhra Pradesh,Sri Potti Sriramulu Nellore,54
2025-02,Andhra Pradesh,Sri Sathya Sai,28
2025-02,Andhra Pradesh,Srikakulam,181
2025-02,Andhra Pradesh,Tirupati,47
2025-02,Andhra Pradesh,Visakhapatnam,328
2025-02,Andhra Pradesh,Vizianagaram,153
2025-02,Andhra Pradesh,Warangal,55
2025-02,Andhra Pradesh,West Godavari,244
2025-02,Andhra Pradesh,Y. S. R,28
2025-02,Arunachal Pradesh,Changlang,43
2025-02,Arunachal Pradesh,East Kameng,4
2025-02,Arunachal Pradesh,East Siang,10
2025-02,Arunachal Pradesh,Kamle,4
2025-02,Arunachal Pradesh,Kra Daadi,3
2025-02,Arunachal Pradesh,Kurung Kumey,3
2025-02,Arunachal Pradesh,Lohit,8
2025-02,Arunachal Pradesh,Longding,16
2025-02,Arunachal Pradesh,Lower Subansiri,4
2025-02,Arunachal Pradesh,Namsai,5
2025-02,Arunachal Pradesh,Papum Pare,31
2025-02,Arunachal Pradesh,Siang,1
2025-02,Arunachal Pradesh,Tawang,3
2025-02,Arunachal Pradesh,Tirap,1
2025-02,Arunachal Pradesh,Upper Siang,4
2025-02,Arunachal Pradesh,Upper Subansiri,2
2025-02,Arunachal Pradesh,West Kameng,8
2025-02,Arunachal Pradesh,West Siang,8
2025-02,Assam,Bajali,1
2025-02,Assam,Baksa,111
2025-02,Assam,Barpeta,420
2025-02,Assam,Biswanath,39
2025-02,Assam,Bongaigaon,111
2025-02,Assam,Cachar,436
2025-02,Assam,Charaideo,32
2025-02,Assam,Chirang,55
2025-02,Assam,Darrang,223
2025-02,Assam,Dhemaji,101
2025-02,Assam,Dhubri,371
2025-02,Assam,Dibrugarh,161
2025-02,Assam,Dima Hasao,1
2025-02,Assam,Goalpara,239
2025-02,Assam,Golaghat,240
2025-02,Assam,Hailakandi,261
2025-02,Assam,Hojai,141
2025-02,Assam,Jorhat,165
2025-02,Assam,Kamrup,336
2025-02,Assam,Kamrup Metro,209
2025-02,Assam,Karbi Anglong,225
2025-02,Assam,Karimganj,362
2025-02,Assam,Kokrajhar,88
2025-02,Assam,Lakhimpur,235
2025-02,Assam,Majuli,19
2025-02,Assam,Marigaon,209
2025-02,Assam,Nagaon,404
2025-02,Assam,Nalbari,182
2025-02,Assam,North Cachar Hills,19
2025-02,Assam,Sibsagar,83
2025-02,Assam,Sonitpur,336
2025-02,Assam,South Salmara Mankachar,28
2025-02,Assam,Sribhumi,5
2025-02,Assam,Tamulpur District,6
2025-02,Assam,Tinsukia,119
2025-02,Assam,Udalguri,131
2025-02,Assam,West Karbi Anglong,8
2025-02,Bihar,Araria,475
2025-02,Bihar,Arwal,137
2025-02,Bihar,Aurangabad,545
2025-02,Bihar,Aurangabad(bh),1
2025-02,Bihar,Banka,532
2025-02,Bihar,Begusarai,535
2025-02,Bihar,Bhabua,3
2025-02,Bihar,Bhagalpur,652
2025-02,Bihar,Bhojpur,510
2025-02,Bihar,Buxar,215
2025-02,Bihar,Darbhanga,592
2025-02,Bihar,East Champaran,710
2025-02,Bihar,Gaya,679
2025-02,Bihar,Gopalganj,336
2025-02,Bihar,Jamui,310
2025-02,Bihar,Jehanabad,235
2025-02,Bihar,Kaimur (Bhabua),222
2025-02,Bihar,Katihar,473
2025-02,Bihar,Khagaria,292
2025-02,Bihar,Kishanganj,315
2025-02,Bihar,Lakhisarai,149
2025-02,Bihar,Madhepura,357
2025-02,Bihar,Madhubani,536
2025-02,Bihar,Monghyr,5
2025-02,Bihar,Munger,154
2025-02,Bihar,Muzaffarpur,549
2025-02,Bihar,Nalanda,401
2025-02,Bihar,Nawada,393
2025-02,Bihar,Pashchim Champaran,3
2025-02,Bihar,Patna,705
2025-02,Bihar,Purnea,8
2025-02,Bihar,Purnia,407
2025-02,Bihar,Rohtas,363
2025-02,Bihar,Saharsa,386
2025-02,Bihar,Samastipur,850
2025-02,Bihar,Samstipur,7
2025-02,Bihar,Saran,622
2025-02,Bihar,Sheikhpura,125
2025-02,Bihar,Sheikpura,2
2025-02,Bihar,Sheohar,112
2025-02,Bihar,Sitamarhi,480
2025-02,Bihar,Siwan,533
2025-02,Bihar,Supaul,379
2025-02,Bihar,Vaishali,545
2025-02,Bihar,West Champaran,635
2025-02,Chandigarh,Chandigarh,115
2025-02,Chhattisgarh,Balod,84
2025-02,Chhattisgarh,Baloda Bazar,219
2025-02,Chhattisgarh,Balrampur,127
2025-02,Chhattisgarh,Bastar,123
2025-02,Chhattisgarh,Bemetara,133
2025-02,Chhattisgarh,Bijapur,87
2025-02,Chhattisgarh,Bilaspur,474
2025-02,Chhattisgarh,Dakshin Bastar Dantewada,22
2025-02,Chhattisgarh,Dantewada,13
2025-02,Chhattisgarh,Dhamtari,108
2025-02,Chhattisgarh,Durg,171
2025-02,Chhattisgarh,Gariyaband,65
2025-02,Chhattisgarh,Gaurela-pendra-marwahi,4
2025-02,Chhattisgarh,Janjgir - Champa,1
2025-02,Chhattisgarh,Janjgir Champa,1
2025-02,Chhattisgarh,Janjgir-champa,221
2025-02,Chhattisgarh,Jashpur,115
2025-02,Chhattisgarh,Kabeerdham,46
2025-02,Chhattisgarh,Kanker,77
2025-02,Chhattisgarh,Kawardha,168
2025-02,Chhattisgarh,Khairagarh Chhuikhadan Gandai,17
2025-02,Chhattisgarh,Kondagaon,109
2025-02,Chhattisgarh,Korba,140
2025-02,Chhattisgarh,Koriya,75
2025-02,Chhattisgarh,Mahasamund,115
2025-02,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,23
2025-02,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2
2025-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,9
2025-02,Chhattisgarh,Mungeli,128
2025-02,Chhattisgarh,Narayanpur,25
2025-02,Chhattisgarh,Raigarh,139
2025-02,Chhattisgarh,Raipur,289
2025-02,Chhattisgarh,Rajnandgaon,176
2025-02,Chhattisgarh,Sakti,20
2025-02,Chhattisgarh,Sarangarh-Bilaigarh,3
2025-02,Chhattisgarh,Sukma,34
2025-02,Chhattisgarh,Surajpur,87
2025-02,Chhattisgarh,Surguja,131
2025-02,Chhattisgarh,Uttar Bastar Kanker,31
2025-02,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2
2025-02,Dadra and Nagar Haveli,Dadra and Nagar Haveli,38
2025-02,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,4
2025-02,Dadra and Nagar Haveli and Daman and Diu,Daman,3
2025-02,Dadra and Nagar Haveli and Daman and Diu,Diu,1
2025-02,Daman & Diu,Daman,1
2025-02,Daman & Diu,Diu,1
2025-02,Daman and Diu,Daman,3
2025-02,Daman and Diu,Diu,1
2025-02,Delhi,Central Delhi,83
2025-02,Delhi,East Delhi,258
2025-02,Delhi,Najafgarh,2
2025-02,Delhi,New Delhi,10
2025-02,Delhi,North Delhi,100
2025-02,Delhi,North East,82
2025-02,Delhi,North East Delhi,283
2025-02,Delhi,North West Delhi,528
2025-02,Delhi,Shahdara,24
2025-02,Delhi,South Delhi,422
2025-02,Delhi,South East Delhi,4
2025-02,Delhi,South West Delhi,264
2025-02,Delhi,West Delhi,345
2025-02,Goa,North Goa,33
2025-02,Goa,South Goa,18
2025-02,Gujarat,Ahmadabad,35
2025-02,Gujarat,Ahmedabad,720
2025-02,Gujarat,Amreli,116
2025-02,Gujarat,Anand,178
2025-02,Gujarat,Arvalli,55
2025-02,Gujarat,Banas Kantha,8
2025-02,Gujarat,Banaskantha,484
2025-02,Gujarat,Bharuch,142
2025-02,Gujarat,Bhavnagar,310
2025-02,Gujarat,Botad,45
2025-02,Gujarat,Chhotaudepur,41
2025-02,Gujarat,Dahod,331
2025-02,Gujarat,Devbhumi Dwarka,63
2025-02,Gujarat,Dohad,97
2025-02,Gujarat,Gandhinagar,134
2025-02,Gujarat,Gir Somnath,86
2025-02,Gujarat,Jamnagar,154
2025-02,Gujarat,Junagadh,251
2025-02,Gujarat,Kachchh,197
2025-02,Gujarat,Kheda,234
2025-02,Gujarat,Mahesana,171
2025-02,Gujarat,Mahisagar,91
2025-02,Gujarat,Morbi,104
2025-02,Gujarat,Narmada,70
2025-02,Gujarat,Navsari,91
2025-02,Gujarat,Panch Mahals,4
2025-02,Gujarat,Panchmahals,189
2025-02,Gujarat,Patan,184
2025-02,Gujarat,Porbandar,62
2025-02,Gujarat,Rajkot,342
2025-02,Gujarat,Sabar Kantha,6
2025-02,Gujarat,Sabarkantha,198
2025-02,Gujarat,Surat,643
2025-02,Gujarat,Surendra Nagar,230
2025-02,Gujarat,Surendranagar,11
2025-02,Gujarat,Tapi,98
2025-02,Gujarat,The Dangs,56
2025-02,Gujarat,Vadodara,338
2025-02,Gujarat,Valsad,233
2025-02,Haryana,Ambala,91
2025-02,Haryana,Bhiwani,91
2025-02,Haryana,Charkhi Dadri,19
2025-02,Haryana,Faridabad,340
2025-02,Haryana,Fatehabad,101
2025-02,Haryana,Gurgaon,219
2025-02,Haryana,Hisar,148
2025-02,Haryana,Jhajjar,68
2025-02,Haryana,Jind,122
2025-02,Haryana,Kaithal,80
2025-02,Haryana,Karnal,133
2025-02,Haryana,Kurukshetra,88
2025-02,Haryana,Mahendragarh,82
2025-02,Haryana,Mewat,174
2025-02,Haryana,Palwal,138
2025-02,Haryana,Panchkula,52
2025-02,Haryana,Panipat,126
2025-02,Haryana,Rewari,78
2025-02,Haryana,Rohtak,96
2025-02,Haryana,Sirsa,125
2025-02,Haryana,Sonipat,141
2025-02,Haryana,Yamuna Nagar,123
2025-02,Haryana,Yamunanagar,1
2025-02,Himachal Pradesh,Bilaspur,44
2025-02,Himachal Pradesh,Chamba,33
2025-02,Himachal Pradesh,Hamirpur,36
2025-02,Himachal Pradesh,Kangra,106
2025-02,Himachal Pradesh,Kinnaur,3
2025-02,Himachal Pradesh,Kullu,41
2025-02,Himachal Pradesh,Lahul and Spiti,1
2025-02,Himachal Pradesh,Mandi,87
2025-02,Himachal Pradesh,Shimla,56
2025-02,Himachal Pradesh,Sirmaur,48
2025-02,Himachal Pradesh,Solan,47
2025-02,Himachal Pradesh,Una,41
2025-02,Jammu & Kashmir,Baramula,3
2025-02,Jammu & Kashmir,Jammu,2
2025-02,Jammu and Kashmir,Anantnag,132
2025-02,Jammu and Kashmir,Badgam,71
2025-02,Jammu and Kashmir,Bandipore,71
2025-02,Jammu and Kashmir,Baramula,180
2025-02,Jammu and Kashmir,Budgam,30
2025-02,Jammu and Kashmir,Doda,191
2025-02,Jammu and Kashmir,Ganderbal,51
2025-02,Jammu and Kashmir,Jammu,169
2025-02,Jammu and Kashmir,Kargil,18
2025-02,Jammu and Kashmir,Kathua,58
2025-02,Jammu and Kashmir,Kishtwar,33
2025-02,Jammu and Kashmir,Kulgam,48
2025-02,Jammu and Kashmir,Kupwara,104
2025-02,Jammu and Kashmir,Leh,7
2025-02,Jammu and Kashmir,Pulwama,112
2025-02,Jammu and Kashmir,Punch,75
2025-02,Jammu and Kashmir,Rajouri,126
2025-02,Jammu and Kashmir,Ramban,42
2025-02,Jammu and Kashmir,Reasi,57
2025-02,Jammu and Kashmir,Samba,7
2025-02,Jammu and Kashmir,Shupiyan,18
2025-02,Jammu and Kashmir,Srinagar,147
2025-02,Jammu and Kashmir,Udhampur,57
2025-02,Jharkhand,Bokaro,287
2025-02,Jharkhand,Chatra,281
2025-02,Jharkhand,Deoghar,334
2025-02,Jharkhand,Dhanbad,442
2025-02,Jharkhand,Dumka,287
2025-02,Jharkhand,East Singhbhum,391
2025-02,Jharkhand,Garhwa,277
2025-02,Jharkhand,Garhwa *,13
2025-02,Jharkhand,Giridih,545
2025-02,Jharkhand,Godda,290
2025-02,Jharkhand,Gumla,290
2025-02,Jharkhand,Hazaribag,32
2025-02,Jharkhand,Hazaribagh,266
2025-02,Jharkhand,Jamtara,158
2025-02,Jharkhand,Khunti,91
2025-02,Jharkhand,Kodarma,15
2025-02,Jharkhand,Koderma,105
2025-02,Jharkhand,Latehar,99
2025-02,Jharkhand,Lohardaga,103
2025-02,Jharkhand,Pakaur,5
2025-02,Jharkhand,Pakur,81
2025-02,Jharkhand,Palamau,12
2025-02,Jharkhand,Palamu,375
2025-02,Jharkhand,Pashchimi Singhbhum,29
2025-02,Jharkhand,Purbi Singhbhum,60
2025-02,Jharkhand,Ramgarh,149
2025-02,Jharkhand,Ranchi,589
2025-02,Jharkhand,Sahebganj,287
2025-02,Jharkhand,Sahibganj,23
2025-02,Jharkhand,Seraikela-Kharsawan,136
2025-02,Jharkhand,Seraikela-kharsawan,41
2025-02,Jharkhand,Simdega,90
2025-02,Jharkhand,West Singhbhum,238
2025-02,Karnataka,Bagalkot,273
2025-02,Karnataka,Bagalkot *,10
2025-02,Karnataka,Ballari,110
2025-02,Karnataka,Bangalore,250
2025-02,Karnataka,Bangalore Rural,83
2025-02,Karnataka,Belagavi,282
2025-02,Karnataka,Belgaum,258
2025-02,Karnataka,Bellary,202
2025-02,Karnataka,Bengaluru,694
