year_month,state,district,demographic_total
2025-01,Orissa,Jharsuguda,1
2025-01,Orissa,Kandhamal,10
2025-01,Orissa,Kendrapara,7
2025-01,Orissa,Kendujhar,10
2025-01,Orissa,Khordha,151
2025-01,Orissa,Koraput,36
2025-01,Orissa,Malkangiri,12
2025-01,Orissa,Mayurbhanj,1
2025-01,Orissa,Nayagarh,13
2025-01,Orissa,Puri,49
2025-01,Orissa,Rayagada,26
2025-01,Orissa,Sambalpur,3
2025-01,Orissa,Sonapur,8
2025-01,Orissa,Subarnapur,1
2025-01,Orissa,Sundargarh,22
2025-01,Pondicherry,Karaikal,16
2025-01,Pondicherry,Pondicherry,185
2025-01,Pondicherry,Yanam,2
2025-01,Puducherry,Karaikal,1358
2025-01,Puducherry,Puducherry,5975
2025-01,Puducherry,Yanam,6
2025-01,Punjab,Amritsar,55438
2025-01,Punjab,Barnala,4573
2025-01,Punjab,Bathinda,13387
2025-01,Punjab,Faridkot,6275
2025-01,Punjab,Fatehgarh Sahib,7095
2025-01,Punjab,Fazilka,16488
2025-01,Punjab,Ferozepur,15650
2025-01,Punjab,Firozpur,583
2025-01,Punjab,Gurdaspur,40386
2025-01,Punjab,Hoshiarpur,24233
2025-01,Punjab,Jalandhar,16882
2025-01,Punjab,Kapurthala,1349
2025-01,Punjab,Ludhiana,53554
2025-01,Punjab,Malerkotla,9217
2025-01,Punjab,Mansa,12485
2025-01,Punjab,Moga,10209
2025-01,Punjab,Muktsar,150
2025-01,Punjab,Nawanshahr,86
2025-01,Punjab,Pathankot,7134
2025-01,Punjab,Patiala,59422
2025-01,Punjab,Rupnagar,5134
2025-01,Punjab,S.A.S Nagar(Mohali),73
2025-01,Punjab,SAS Nagar (Mohali),30941
2025-01,Punjab,Sangrur,9149
2025-01,Punjab,Shaheed Bhagat Singh Nagar,1088
2025-01,Punjab,Sri Muktsar Sahib,9622
2025-01,Punjab,Tarn Taran,9479
2025-01,Rajasthan,Ajmer,75538
2025-01,Rajasthan,Alwar,76874
2025-01,Rajasthan,Balotra,4
2025-01,Rajasthan,Banswara,58006
2025-01,Rajasthan,Baran,51472
2025-01,Rajasthan,Barmer,76553
2025-01,Rajasthan,Beawar,2
2025-01,Rajasthan,Bharatpur,57957
2025-01,Rajasthan,Bhilwara,51348
2025-01,Rajasthan,Bikaner,47508
2025-01,Rajasthan,Bundi,26944
2025-01,Rajasthan,Chittaurgarh,83
2025-01,Rajasthan,Chittorgarh,33889
2025-01,Rajasthan,Churu,45595
2025-01,Rajasthan,Dausa,25861
2025-01,Rajasthan,Deeg,9
2025-01,Rajasthan,Deeg ,24
2025-01,Rajasthan,Dhaulpur,12
2025-01,Rajasthan,Dholpur,50743
2025-01,Rajasthan,Didwana-Kuchaman,6
2025-01,Rajasthan,Dungarpur,63299
2025-01,Rajasthan,Ganganagar,40303
2025-01,Rajasthan,Hanumangarh,52476
2025-01,Rajasthan,Jaipur,150452
2025-01,Rajasthan,Jaisalmer,11496
2025-01,Rajasthan,Jalor,40916
2025-01,Rajasthan,Jalore,34
2025-01,Rajasthan,Jhalawar,52777
2025-01,Rajasthan,Jhunjhunu,82
2025-01,Rajasthan,Jhunjhunun,22975
2025-01,Rajasthan,Jodhpur,86286
2025-01,Rajasthan,Karauli,29283
2025-01,Rajasthan,Khairthal-Tijara,24
2025-01,Rajasthan,Kota,55155
2025-01,Rajasthan,Kotputli-Behror,8
2025-01,Rajasthan,Nagaur,59574
2025-01,Rajasthan,Pali,36818
2025-01,Rajasthan,Phalodi,4
2025-01,Rajasthan,Pratapgarh,27862
2025-01,Rajasthan,Rajsamand,25821
2025-01,Rajasthan,Salumbar,2
2025-01,Rajasthan,Sawai Madhopur,21635
2025-01,Rajasthan,Sikar,36998
2025-01,Rajasthan,Sirohi,21631
2025-01,Rajasthan,Tonk,30750
2025-01,Rajasthan,Udaipur,70828
2025-01,Sikkim,East,1917
2025-01,Sikkim,East Sikkim,1207
2025-01,Sikkim,Mangan,1
2025-01,Sikkim,Namchi,21
2025-01,Sikkim,North,27
2025-01,Sikkim,North Sikkim,16
2025-01,Sikkim,South,1374
2025-01,Sikkim,South Sikkim,480
2025-01,Sikkim,West,702
2025-01,Sikkim,West Sikkim,677
2025-01,Tamil Nadu,Ariyalur,8228
2025-01,Tamil Nadu,Chengalpattu,3550
2025-01,Tamil Nadu,Chennai,42742
2025-01,Tamil Nadu,Coimbatore,34067
2025-01,Tamil Nadu,Cuddalore,24929
2025-01,Tamil Nadu,Dharmapuri,12307
2025-01,Tamil Nadu,Dindigul,16779
2025-01,Tamil Nadu,Erode,20478
2025-01,Tamil Nadu,Kallakurichi,2948
2025-01,Tamil Nadu,Kancheepuram,58543
2025-01,Tamil Nadu,Kanniyakumari,13886
2025-01,Tamil Nadu,Kanyakumari,7709
2025-01,Tamil Nadu,Karur,7827
2025-01,Tamil Nadu,Krishnagiri,23062
2025-01,Tamil Nadu,Madurai,37135
2025-01,Tamil Nadu,Mayiladuthurai,714
2025-01,Tamil Nadu,Nagapattinam,5162
2025-01,Tamil Nadu,Namakkal,10693
2025-01,Tamil Nadu,Perambalur,3587
2025-01,Tamil Nadu,Pudukkottai,13916
2025-01,Tamil Nadu,Ramanathapuram,10858
2025-01,Tamil Nadu,Ranipet,167
2025-01,Tamil Nadu,Salem,30775
2025-01,Tamil Nadu,Sivaganga,7827
2025-01,Tamil Nadu,Tenkasi,2567
2025-01,Tamil Nadu,Thanjavur,23724
2025-01,Tamil Nadu,The Nilgiris,3010
2025-01,Tamil Nadu,Theni,10128
2025-01,Tamil Nadu,Thiruvallur,56
2025-01,Tamil Nadu,Thiruvarur,7562
2025-01,Tamil Nadu,Thoothukkudi,10516
2025-01,Tamil Nadu,Tiruchirappalli,21173
2025-01,Tamil Nadu,Tirunelveli,23801
2025-01,Tamil Nadu,Tirupathur,2
2025-01,Tamil Nadu,Tirupattur,2531
2025-01,Tamil Nadu,Tiruppur,32722
2025-01,Tamil Nadu,Tiruvallur,64662
2025-01,Tamil Nadu,Tiruvannamalai,20451
2025-01,Tamil Nadu,Vellore,24610
2025-01,Tamil Nadu,Villupuram,8167
2025-01,Tamil Nadu,Viluppuram,2836
2025-01,Tamil Nadu,Virudhunagar,19946
2025-01,Telangana,Adilabad,18474
2025-01,Telangana,Bhadradri Kothagudem,9727
2025-01,Telangana,Hanumakonda,4232
2025-01,Telangana,Hyderabad,116704
2025-01,Telangana,Jagitial,4120
2025-01,Telangana,Jangaon,76
2025-01,Telangana,Jangoan,3987
2025-01,Telangana,Jayashankar Bhupalpally,5511
2025-01,Telangana,Jogulamba Gadwal,16492
2025-01,Telangana,K.v. Rangareddy,79357
2025-01,Telangana,Kamareddy,7240
2025-01,Telangana,Karimnagar,25279
2025-01,Telangana,Khammam,16470
2025-01,Telangana,Komaram Bheem,7492
2025-01,Telangana,Mahabubabad,6259
2025-01,Telangana,Mahabubnagar,36158
2025-01,Telangana,Mancherial,5190
2025-01,Telangana,Medak,13166
2025-01,Telangana,Medchal-malkajgiri,35198
2025-01,Telangana,Medchal?malkajgiri,345
2025-01,Telangana,Medchal−malkajgiri,68
2025-01,Telangana,Mulugu,3390
2025-01,Telangana,Nagarkurnool,5343
2025-01,Telangana,Nalgonda,24774
2025-01,Telangana,Narayanpet,3073
2025-01,Telangana,Nirmal,6979
2025-01,Telangana,Nizamabad,26986
2025-01,Telangana,Peddapalli,1541
2025-01,Telangana,Rajanna Sircilla,2451
2025-01,Telangana,Rangareddy,1588
2025-01,Telangana,Sangareddy,16094
2025-01,Telangana,Siddipet,8102
2025-01,Telangana,Suryapet,10842
2025-01,Telangana,Vikarabad,16199
2025-01,Telangana,Wanaparthy,7430
2025-01,Telangana,Warangal,7397
2025-01,Telangana,Warangal (urban),3
2025-01,Telangana,Warangal Rural,3446
2025-01,Telangana,Warangal Urban,8546
2025-01,Telangana,Yadadri.,15934
2025-01,Tripura,Dhalai,4128
2025-01,Tripura,Dhalai  *,15
2025-01,Tripura,Gomati,4120
2025-01,Tripura,Khowai,998
2025-01,Tripura,North Tripura,4647
2025-01,Tripura,Sepahijala,4419
2025-01,Tripura,South Tripura,11008
2025-01,Tripura,Unakoti,995
2025-01,Tripura,West Tripura,13990
2025-01,Uttar Pradesh,Agra,52806
2025-01,Uttar Pradesh,Aligarh,83316
2025-01,Uttar Pradesh,Allahabad,57138
2025-01,Uttar Pradesh,Ambedkar Nagar,23222
2025-01,Uttar Pradesh,Amethi,24287
2025-01,Uttar Pradesh,Amroha,34468
2025-01,Uttar Pradesh,Auraiya,18646
2025-01,Uttar Pradesh,Ayodhya,5549
2025-01,Uttar Pradesh,Azamgarh,52308
2025-01,Uttar Pradesh,Baghpat,20333
2025-01,Uttar Pradesh,Bahraich,34243
2025-01,Uttar Pradesh,Ballia,31088
2025-01,Uttar Pradesh,Balrampur,24695
2025-01,Uttar Pradesh,Banda,20355
2025-01,Uttar Pradesh,Bara Banki,42071
2025-01,Uttar Pradesh,Barabanki,270
2025-01,Uttar Pradesh,Bareilly,103855
2025-01,Uttar Pradesh,Basti,26557
2025-01,Uttar Pradesh,Bhadohi,6402
2025-01,Uttar Pradesh,Bijnor,98248
2025-01,Uttar Pradesh,Budaun,72422
2025-01,Uttar Pradesh,Bulandshahar,35
2025-01,Uttar Pradesh,Bulandshahr,83559
2025-01,Uttar Pradesh,Chandauli,31272
2025-01,Uttar Pradesh,Chitrakoot,16977
2025-01,Uttar Pradesh,Deoria,31036
2025-01,Uttar Pradesh,Etah,15924
2025-01,Uttar Pradesh,Etawah,24089
2025-01,Uttar Pradesh,Faizabad,21349
2025-01,Uttar Pradesh,Farrukhabad,19728
2025-01,Uttar Pradesh,Fatehpur,37676
2025-01,Uttar Pradesh,Firozabad,62146
2025-01,Uttar Pradesh,Gautam Buddha Nagar,94210
2025-01,Uttar Pradesh,Ghaziabad,136184
2025-01,Uttar Pradesh,Ghazipur,46907
2025-01,Uttar Pradesh,Gonda,46271
2025-01,Uttar Pradesh,Gorakhpur,54136
2025-01,Uttar Pradesh,Hamirpur,12539
2025-01,Uttar Pradesh,Hapur,18356
2025-01,Uttar Pradesh,Hardoi,49062
2025-01,Uttar Pradesh,Hathras,19532
2025-01,Uttar Pradesh,Jalaun,19447
2025-01,Uttar Pradesh,Jaunpur,50086
2025-01,Uttar Pradesh,Jhansi,24259
2025-01,Uttar Pradesh,Jyotiba Phule Nagar,10
2025-01,Uttar Pradesh,Kannauj,18841
2025-01,Uttar Pradesh,Kanpur Dehat,27452
2025-01,Uttar Pradesh,Kanpur Nagar,64998
2025-01,Uttar Pradesh,Kasganj,11216
2025-01,Uttar Pradesh,Kaushambi,33956
2025-01,Uttar Pradesh,Kheri,69970
2025-01,Uttar Pradesh,Kushinagar,76765
2025-01,Uttar Pradesh,Kushinagar *,2
2025-01,Uttar Pradesh,Lalitpur,17978
2025-01,Uttar Pradesh,Lucknow,84482
2025-01,Uttar Pradesh,Maharajganj,40846
2025-01,Uttar Pradesh,Mahoba,8565
2025-01,Uttar Pradesh,Mahrajganj,2
2025-01,Uttar Pradesh,Mainpuri,24378
2025-01,Uttar Pradesh,Mathura,44647
2025-01,Uttar Pradesh,Mau,25643
2025-01,Uttar Pradesh,Meerut,68208
2025-01,Uttar Pradesh,Mirzapur,30122
2025-01,Uttar Pradesh,Moradabad,79864
2025-01,Uttar Pradesh,Muzaffarnagar,48747
2025-01,Uttar Pradesh,Pilibhit,74367
2025-01,Uttar Pradesh,Pratapgarh,34458
2025-01,Uttar Pradesh,Prayagraj,11168
2025-01,Uttar Pradesh,Rae Bareli,37142
2025-01,Uttar Pradesh,Rampur,84331
2025-01,Uttar Pradesh,Saharanpur,78321
2025-01,Uttar Pradesh,Sambhal,33877
2025-01,Uttar Pradesh,Sant Kabir Nagar,32458
2025-01,Uttar Pradesh,Sant Ravidas Nagar,13785
2025-01,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,14
2025-01,Uttar Pradesh,Shahjahanpur,63255
2025-01,Uttar Pradesh,Shamli,34548
2025-01,Uttar Pradesh,Shrawasti,25006
2025-01,Uttar Pradesh,Siddharthnagar,25666
2025-01,Uttar Pradesh,Sitapur,60738
2025-01,Uttar Pradesh,Sonbhadra,25973
2025-01,Uttar Pradesh,Sultanpur,21975
2025-01,Uttar Pradesh,Unnao,42885
2025-01,Uttar Pradesh,Varanasi,50122
2025-01,Uttarakhand,Almora,4687
2025-01,Uttarakhand,Bageshwar,2513
2025-01,Uttarakhand,Chamoli,4699
2025-01,Uttarakhand,Champawat,4968
2025-01,Uttarakhand,Dehradun,42537
2025-01,Uttarakhand,Garhwal,8
2025-01,Uttarakhand,Hardwar,38
2025-01,Uttarakhand,Haridwar,25250
2025-01,Uttarakhand,Nainital,27698
2025-01,Uttarakhand,Pauri Garhwal,7646
2025-01,Uttarakhand,Pithoragarh,4528
2025-01,Uttarakhand,Rudraprayag,3323
2025-01,Uttarakhand,Tehri Garhwal,9976
2025-01,Uttarakhand,Udham Singh Nagar,89496
2025-01,Uttarakhand,Uttarkashi,3280
2025-01,WEST BENGAL,HOWRAH,10
2025-01,WESTBENGAL,HOOGHLY,2
2025-01,West  Bengal,Hooghly,6
2025-01,West Bangal,Hooghly,4
2025-01,West Bangal,Howrah,6
2025-01,West Bangal,South 24 Parganas,3
2025-01,West Bengal,Alipurduar,2641
2025-01,West Bengal,Bankura,32983
2025-01,West Bengal,Barddhaman,29678
2025-01,West Bengal,Bardhaman,1274
2025-01,West Bengal,Birbhum,44003
2025-01,West Bengal,Cooch Behar,27793
2025-01,West Bengal,Dakshin Dinajpur,24922
2025-01,West Bengal,Darjeeling,12045
2025-01,West Bengal,Darjiling,348
2025-01,West Bengal,East Midnapore,1778
2025-01,West Bengal,East Midnapur,2
2025-01,West Bengal,HOOGHLY,4
2025-01,West Bengal,HOWRAH,4
2025-01,West Bengal,Haora,3235
2025-01,West Bengal,Hawrah,2
2025-01,West Bengal,Hooghiy,2
2025-01,West Bengal,Hooghly,44157
2025-01,West Bengal,Howrah,28513
2025-01,West Bengal,Hugli,67
2025-01,West Bengal,Jalpaiguri,30139
2025-01,West Bengal,Jhargram,2459
2025-01,West Bengal,KOLKATA,4
2025-01,West Bengal,Kalimpong,458
2025-01,West Bengal,Koch Bihar,5075
2025-01,West Bengal,Kolkata,24848
2025-01,West Bengal,MALDA,4
2025-01,West Bengal,Malda,77518
2025-01,West Bengal,Maldah,1363
2025-01,West Bengal,Medinipur,12
2025-01,West Bengal,Murshidabad,152043
2025-01,West Bengal,NADIA,1
2025-01,West Bengal,Nadia,39654
2025-01,West Bengal,North 24 Parganas,78178
2025-01,West Bengal,North Dinajpur,413
2025-01,West Bengal,North Twenty Four Parganas,1068
2025-01,West Bengal,Paschim Bardhaman,5139
2025-01,West Bengal,Paschim Medinipur,48678
2025-01,West Bengal,Purba Bardhaman,11399
2025-01,West Bengal,Purba Medinipur,32344
2025-01,West Bengal,Purulia,440
2025-01,West Bengal,Puruliya,38733
2025-01,West Bengal,South 24 Parganas,159593
2025-01,West Bengal,South 24 parganas,1
2025-01,West Bengal,South Dinajpur,340
2025-01,West Bengal,South Twenty Four Parganas,2748
2025-01,West Bengal,Uttar Dinajpur,122854
2025-01,West Bengal,West Midnapore,1691
2025-01,West Bengal,east midnapore,1
2025-01,West Bengal,hooghly,2
2025-01,West Bengal,nadia,1
2025-01,West bengal,South 24 Parganas,2
2025-01,West bengal,hooghly,2
2025-01,Westbengal,Hooghly,2
2025-01,andhra pradesh,chittoor,3
2025-01,andhra pradesh,rangareddi,2
2025-01,odisha,Gajapati,1
2025-01,west Bengal,South 24 Parganas,1
2025-02,Andaman & Nicobar Islands,Andamans,34
2025-02,Andaman & Nicobar Islands,South Andaman,10
2025-02,Andaman and Nicobar Islands,Nicobar,29
2025-02,Andaman and Nicobar Islands,North And Middle Andaman,58
2025-02,Andaman and Nicobar Islands,South Andaman,111
2025-02,Andhra Pradesh,Adilabad,1117
2025-02,Andhra Pradesh,Alluri Sitharama Raju,352
2025-02,Andhra Pradesh,Anakapalli,411
2025-02,Andhra Pradesh,Anantapur,2130
2025-02,Andhra Pradesh,Ananthapur,974
2025-02,Andhra Pradesh,Ananthapuramu,1064
2025-02,Andhra Pradesh,Annamayya,610
2025-02,Andhra Pradesh,Bapatla,353
2025-02,Andhra Pradesh,Chittoor,4325
2025-02,Andhra Pradesh,Cuddapah,2570
2025-02,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,488
2025-02,Andhra Pradesh,East Godavari,4086
2025-02,Andhra Pradesh,Eluru,652
2025-02,Andhra Pradesh,Guntur,4186
2025-02,Andhra Pradesh,Hyderabad,1602
2025-02,Andhra Pradesh,K.V.Rangareddy,28
2025-02,Andhra Pradesh,K.v. Rangareddy,20
2025-02,Andhra Pradesh,Kakinada,662
2025-02,Andhra Pradesh,Karim Nagar,81
2025-02,Andhra Pradesh,Karimnagar,534
2025-02,Andhra Pradesh,Khammam,1573
2025-02,Andhra Pradesh,Krishna,3609
2025-02,Andhra Pradesh,Kurnool,4063
2025-02,Andhra Pradesh,Mahabub Nagar,515
2025-02,Andhra Pradesh,Mahabubnagar,6
2025-02,Andhra Pradesh,Mahbubnagar,434
2025-02,Andhra Pradesh,Medak,550
2025-02,Andhra Pradesh,N. T. R,1056
2025-02,Andhra Pradesh,Nalgonda,1251
2025-02,Andhra Pradesh,Nandyal,532
2025-02,Andhra Pradesh,Nellore,2408
2025-02,Andhra Pradesh,Nizamabad,329
2025-02,Andhra Pradesh,Palnadu,585
2025-02,Andhra Pradesh,Parvathipuram Manyam,324
2025-02,Andhra Pradesh,Prakasam,3973
2025-02,Andhra Pradesh,Rangareddi,1031
2025-02,Andhra Pradesh,Sri Potti Sriramulu Nellore,723
2025-02,Andhra Pradesh,Sri Sathya Sai,733
2025-02,Andhra Pradesh,Srikakulam,3165
2025-02,Andhra Pradesh,Tirupati,803
2025-02,Andhra Pradesh,Visakhapatnam,4258
2025-02,Andhra Pradesh,Vizianagaram,2165
2025-02,Andhra Pradesh,Warangal,1632
2025-02,Andhra Pradesh,West Godavari,3864
2025-02,Andhra Pradesh,Y. S. R,665
2025-02,Arunachal Pradesh,Anjaw,10
2025-02,Arunachal Pradesh,Changlang,262
2025-02,Arunachal Pradesh,Dibang Valley,20
2025-02,Arunachal Pradesh,East Kameng,100
2025-02,Arunachal Pradesh,East Siang,57
2025-02,Arunachal Pradesh,Kamle,29
2025-02,Arunachal Pradesh,Kra Daadi,47
2025-02,Arunachal Pradesh,Kurung Kumey,25
2025-02,Arunachal Pradesh,Leparada,1
2025-02,Arunachal Pradesh,Lohit,75
2025-02,Arunachal Pradesh,Longding,128
2025-02,Arunachal Pradesh,Lower Dibang Valley,53
2025-02,Arunachal Pradesh,Lower Siang,23
2025-02,Arunachal Pradesh,Lower Subansiri,49
2025-02,Arunachal Pradesh,Namsai,64
2025-02,Arunachal Pradesh,Pakke Kessang,8
2025-02,Arunachal Pradesh,Papum Pare,177
2025-02,Arunachal Pradesh,Shi-yomi,6
2025-02,Arunachal Pradesh,Siang,11
2025-02,Arunachal Pradesh,Tawang,24
2025-02,Arunachal Pradesh,Tirap,50
2025-02,Arunachal Pradesh,Upper Siang,37
2025-02,Arunachal Pradesh,Upper Subansiri,53
2025-02,Arunachal Pradesh,West Kameng,64
2025-02,Arunachal Pradesh,West Siang,163
2025-02,Assam,Bajali,34
2025-02,Assam,Baksa,651
2025-02,Assam,Barpeta,1791
2025-02,Assam,Biswanath,445
2025-02,Assam,Bongaigaon,837
2025-02,Assam,Cachar,1790
2025-02,Assam,Charaideo,283
2025-02,Assam,Chirang,490
2025-02,Assam,Darrang,926
2025-02,Assam,Dhemaji,601
2025-02,Assam,Dhubri,2760
2025-02,Assam,Dibrugarh,788
2025-02,Assam,Dima Hasao,23
2025-02,Assam,Goalpara,1307
2025-02,Assam,Golaghat,805
2025-02,Assam,Hailakandi,764
2025-02,Assam,Hojai,732
2025-02,Assam,Jorhat,486
2025-02,Assam,Kamrup,1565
2025-02,Assam,Kamrup Metro,1041
2025-02,Assam,Karbi Anglong,750
2025-02,Assam,Karimganj,1083
2025-02,Assam,Kokrajhar,675
2025-02,Assam,Lakhimpur,876
2025-02,Assam,Majuli,97
2025-02,Assam,Marigaon,1119
2025-02,Assam,Nagaon,2669
2025-02,Assam,Nalbari,565
2025-02,Assam,North Cachar Hills,118
2025-02,Assam,Sibsagar,401
2025-02,Assam,Sonitpur,1226
2025-02,Assam,South Salmara Mankachar,570
2025-02,Assam,Sribhumi,166
2025-02,Assam,Tamulpur District,45
2025-02,Assam,Tinsukia,637
2025-02,Assam,Udalguri,482
2025-02,Assam,West Karbi Anglong,29
2025-02,Bihar,Araria,5878
2025-02,Bihar,Arwal,738
2025-02,Bihar,Aurangabad,3372
2025-02,Bihar,Aurangabad(bh),35
2025-02,Bihar,Banka,3100
2025-02,Bihar,Begusarai,4578
2025-02,Bihar,Bhagalpur,4564
2025-02,Bihar,Bhojpur,3732
2025-02,Bihar,Buxar,2109
2025-02,Bihar,Darbhanga,5882
2025-02,Bihar,East Champaran,9378
2025-02,Bihar,Gaya,5701
2025-02,Bihar,Gopalganj,3439
2025-02,Bihar,Jamui,1900
2025-02,Bihar,Jehanabad,1864
2025-02,Bihar,Kaimur (Bhabua),2317
2025-02,Bihar,Katihar,5611
2025-02,Bihar,Khagaria,2937
2025-02,Bihar,Kishanganj,3725
2025-02,Bihar,Lakhisarai,1707
2025-02,Bihar,Madhepura,2738
2025-02,Bihar,Madhubani,5692
2025-02,Bihar,Monghyr,12
2025-02,Bihar,Munger,1803
2025-02,Bihar,Muzaffarpur,7804
2025-02,Bihar,Nalanda,9175
2025-02,Bihar,Nawada,2812
2025-02,Bihar,Pashchim Champaran,28
2025-02,Bihar,Patna,8433
2025-02,Bihar,Purba Champaran,42
2025-02,Bihar,Purnea,66
2025-02,Bihar,Purnia,4219
2025-02,Bihar,Rohtas,3131
2025-02,Bihar,Saharsa,2231
2025-02,Bihar,Samastipur,8022
2025-02,Bihar,Samstipur,10
2025-02,Bihar,Saran,5460
2025-02,Bihar,Sheikhpura,905
2025-02,Bihar,Sheikpura,9
2025-02,Bihar,Sheohar,988
2025-02,Bihar,Sitamarhi,3414
2025-02,Bihar,Siwan,3582
2025-02,Bihar,Supaul,2613
2025-02,Bihar,Vaishali,4264
2025-02,Bihar,West Champaran,6652
2025-02,Chandigarh,Chandigarh,902
2025-02,Chhattisgarh,Balod,918
2025-02,Chhattisgarh,Baloda Bazar,1877
2025-02,Chhattisgarh,Balrampur,1021
2025-02,Chhattisgarh,Bastar,1180
2025-02,Chhattisgarh,Bemetara,982
2025-02,Chhattisgarh,Bijapur,315
2025-02,Chhattisgarh,Bilaspur,2548
2025-02,Chhattisgarh,Dakshin Bastar Dantewada,96
2025-02,Chhattisgarh,Dantewada,59
2025-02,Chhattisgarh,Dhamtari,816
2025-02,Chhattisgarh,Durg,1118
2025-02,Chhattisgarh,Gariyaband,706
2025-02,Chhattisgarh,Gaurela-pendra-marwahi,101
2025-02,Chhattisgarh,Janjgir - Champa,3
2025-02,Chhattisgarh,Janjgir Champa,5
2025-02,Chhattisgarh,Janjgir-champa,1538
2025-02,Chhattisgarh,Jashpur,1353
2025-02,Chhattisgarh,Kabeerdham,255
2025-02,Chhattisgarh,Kanker,842
2025-02,Chhattisgarh,Kawardha,870
2025-02,Chhattisgarh,Khairagarh Chhuikhadan Gandai,140
2025-02,Chhattisgarh,Kondagaon,737
2025-02,Chhattisgarh,Korba,1186
2025-02,Chhattisgarh,Koriya,763
2025-02,Chhattisgarh,Mahasamund,1388
2025-02,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,199
2025-02,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2
2025-02,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,438
2025-02,Chhattisgarh,Mungeli,607
2025-02,Chhattisgarh,Narayanpur,73
2025-02,Chhattisgarh,Raigarh,1736
2025-02,Chhattisgarh,Raipur,1746
2025-02,Chhattisgarh,Rajnandgaon,1619
2025-02,Chhattisgarh,Sakti,412
2025-02,Chhattisgarh,Sarangarh-Bilaigarh,302
2025-02,Chhattisgarh,Sukma,310
2025-02,Chhattisgarh,Surajpur,1644
2025-02,Chhattisgarh,Surguja,2364
2025-02,Chhattisgarh,Uttar Bastar Kanker,333
2025-02,Dadra & Nagar Haveli,Dadra & Nagar Haveli,13
2025-02,Dadra and Nagar Haveli,Dadra and Nagar Haveli,120
2025-02,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,65
2025-02,Dadra and Nagar Haveli and Daman and Diu,Daman,37
2025-02,Dadra and Nagar Haveli and Daman and Diu,Diu,4
2025-02,Daman & Diu,Daman,13
2025-02,Daman & Diu,Diu,6
2025-02,Daman and Diu,Daman,42
2025-02,Daman and Diu,Diu,11
2025-02,Delhi,Central Delhi,554
2025-02,Delhi,East Delhi,1809
2025-02,Delhi,Najafgarh,14
2025-02,Delhi,New Delhi,48
2025-02,Delhi,North Delhi,594
2025-02,Delhi,North East,323
2025-02,Delhi,North East Delhi,930
2025-02,Delhi,North West Delhi,3248
2025-02,Delhi,Shahdara,202
2025-02,Delhi,South Delhi,2156
2025-02,Delhi,South East Delhi,10
2025-02,Delhi,South West Delhi,1623
2025-02,Delhi,West Delhi,2020
2025-02,Goa,Bardez,1
2025-02,Goa,North Goa,579
2025-02,Goa,South Goa,407
2025-02,Gujarat,Ahmadabad,267
2025-02,Gujarat,Ahmedabad,4802
2025-02,Gujarat,Amreli,768
2025-02,Gujarat,Anand,932
2025-02,Gujarat,Arvalli,225
2025-02,Gujarat,Banas Kantha,13
2025-02,Gujarat,Banaskantha,2136
2025-02,Gujarat,Bharuch,1212
2025-02,Gujarat,Bhavnagar,1551
2025-02,Gujarat,Botad,197
2025-02,Gujarat,Chhotaudepur,313
2025-02,Gujarat,Dahod,965
2025-02,Gujarat,Devbhumi Dwarka,185
2025-02,Gujarat,Dohad,169
2025-02,Gujarat,Gandhinagar,881
2025-02,Gujarat,Gir Somnath,301
2025-02,Gujarat,Jamnagar,982
2025-02,Gujarat,Junagadh,1035
2025-02,Gujarat,Kachchh,1438
2025-02,Gujarat,Kheda,1426
2025-02,Gujarat,Mahesana,1041
2025-02,Gujarat,Mahisagar,188
2025-02,Gujarat,Morbi,352
2025-02,Gujarat,Narmada,349
2025-02,Gujarat,Navsari,708
2025-02,Gujarat,Panch Mahals,20
2025-02,Gujarat,Panchmahals,1013
2025-02,Gujarat,Patan,915
2025-02,Gujarat,Porbandar,398
2025-02,Gujarat,Rajkot,2248
2025-02,Gujarat,Sabar Kantha,15
2025-02,Gujarat,Sabarkantha,932
2025-02,Gujarat,Surat,5767
2025-02,Gujarat,Surendra Nagar,873
2025-02,Gujarat,Surendranagar,30
2025-02,Gujarat,Tapi,274
2025-02,Gujarat,The Dangs,151
2025-02,Gujarat,Vadodara,2588
2025-02,Gujarat,Valsad,1166
2025-02,Haryana,Ambala,638
2025-02,Haryana,Bhiwani,535
2025-02,Haryana,Charkhi Dadri,212
2025-02,Haryana,Faridabad,1707
2025-02,Haryana,Fatehabad,522
2025-02,Haryana,Gurgaon,1713
2025-02,Haryana,Hisar,879
2025-02,Haryana,Jhajjar,504
2025-02,Haryana,Jind,649
2025-02,Haryana,Kaithal,455
2025-02,Haryana,Karnal,463
2025-02,Haryana,Kurukshetra,426
2025-02,Haryana,Mahendragarh,480
2025-02,Haryana,Mewat,928
2025-02,Haryana,Palwal,981
2025-02,Haryana,Panchkula,502
2025-02,Haryana,Panipat,897
2025-02,Haryana,Rewari,565
2025-02,Haryana,Rohtak,440
2025-02,Haryana,Sirsa,882
2025-02,Haryana,Sonipat,884
